2025_03_02_T18:07:22 -  finished initateHouses in 0.08844900131225586 seconds
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 2

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72473
Household wealth = 47005.765099642835
Household age = 99
Household size = 6
Household houses = House[]
Household percentile = 98
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 6

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72474
Household wealth = 19859.103399886728
Household age = 85
Household size = 5
Household houses = House[]
Household percentile = 14
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 7

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72475
Household wealth = 23748.200056426555
Household age = 46
Household size = 5
Household houses = House[]
Household percentile = 1
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 3

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72476
Household wealth = 15383.538317169334
Household age = 37
Household size = 5
Household houses = House[]
Household percentile = 68
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 0

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72477
Household wealth = 17701.682618214945
Household age = 44
Household size = 5
Household houses = House[]
Household percentile = 24
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 0

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72478
Household wealth = 22666.910801634247
Household age = 66
Household size = 5
Household houses = House[]
Household percentile = 33
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 8

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72479
Household wealth = 19334.904073797068
Household age = 51
Household size = 8
Household houses = House[]
Household percentile = 26
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 0

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72480
Household wealth = 21609.09786086856
Household age = 50
Household size = 7
Household houses = House[]
Household percentile = 54
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 5

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72481
Household wealth = 39853.14311125457
Household age = 74
Household size = 5
Household houses = House[]
Household percentile = 47
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 3

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72482
Household wealth = 44619.7112130482
Household age = 76
Household size = 5
Household houses = House[]
Household percentile = 92
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 8

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72483
Household wealth = 23207.291013270857
Household age = 62
Household size = 5
Household houses = House[]
Household percentile = 16
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 16

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72484
Household wealth = 57995.531983192406
Household age = 96
Household size = 5
Household houses = House[]
Household percentile = 42
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 2

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72485
Household wealth = 43093.98431148704
Household age = 79
Household size = 5
Household houses = House[]
Household percentile = 7
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 7

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72486
Household wealth = 29459.497806592608
Household age = 46
Household size = 6
Household houses = House[]
Household percentile = 93
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 4

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72487
Household wealth = 52053.62342145029
Household age = 91
Household size = 5
Household houses = House[]
Household percentile = 99
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 12

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72488
Household wealth = 34868.85403612882
Household age = 81
Household size = 5
Household houses = House[]
Household percentile = 91
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 8

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72489
Household wealth = 55131.42580596548
Household age = 79
Household size = 5
Household houses = House[]
Household percentile = 96
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 7

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72490
Household wealth = 47249.03288938505
Household age = 79
Household size = 5
Household houses = House[]
Household percentile = 25
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 11

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72491
Household wealth = 20753.567213950497
Household age = 50
Household size = 5
Household houses = House[]
Household percentile = 13
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 7

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72492
Household wealth = 22983.255207838425
Household age = 34
Household size = 5
Household houses = House[]
Household percentile = 4
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 7

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72493
Household wealth = 8816.257894879824
Household age = 26
Household size = 5
Household houses = House[]
Household percentile = 65
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 0

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72494
Household wealth = 28678.2424104243
Household age = 41
Household size = 5
Household houses = House[]
Household percentile = 24
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 0

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72495
Household wealth = 12005.436562026041
Household age = 44
Household size = 5
Household houses = House[]
Household percentile = 26
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 6

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72496
Household wealth = 14112.376854391056
Household age = 20
Household size = 7
Household houses = House[]
Household percentile = 39
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 8

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72497
Household wealth = 9503.864630990936
Household age = 20
Household size = 5
Household houses = House[]
Household percentile = 69
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 0

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72498
Household wealth = 13620.628415707788
Household age = 41
Household size = 5
Household houses = House[]
Household percentile = 81
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 3

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72499
Household wealth = 15076.865667692633
Household age = 29
Household size = 5
Household houses = House[]
Household percentile = 98
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 8

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72500
Household wealth = 28448.428227734817
Household age = 42
Household size = 5
Household houses = House[]
Household percentile = 46
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 9

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72501
Household wealth = 14595.72449180027
Household age = 35
Household size = 5
Household houses = House[]
Household percentile = 41
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 0

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72502
Household wealth = 39632.73675626174
Household age = 58
Household size = 6
Household houses = House[]
Household percentile = 33
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 7

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72503
Household wealth = 28539.68402101971
Household age = 75
Household size = 5
Household houses = House[]
Household percentile = 39
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 6

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72504
Household wealth = 23994.376099239904
Household age = 50
Household size = 8
Household houses = House[]
Household percentile = 48
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 6

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72505
Household wealth = 34991.34733670256
Household age = 91
Household size = 5
Household houses = House[]
Household percentile = 99
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 7

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72506
Household wealth = 30306.87738815569
Household age = 58
Household size = 5
Household houses = House[]
Household percentile = 25
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 7

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72507
Household wealth = 16718.30501360592
Household age = 41
Household size = 5
Household houses = House[]
Household percentile = 55
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 6

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72508
Household wealth = 18439.8175161917
Household age = 24
Household size = 6
Household houses = House[]
Household percentile = 44
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 0

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72509
Household wealth = 4940.307031189772
Household age = 26
Household size = 5
Household houses = House[]
Household percentile = 81
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 1

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72510
Household wealth = 17753.301573548782
Household age = 40
Household size = 5
Household houses = House[]
Household percentile = 96
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 7

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72511
Household wealth = 14164.159089258155
Household age = 20
Household size = 5
Household houses = House[]
Household percentile = 39
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 8

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72512
Household wealth = 13304.641248508324
Household age = 27
Household size = 7
Household houses = House[]
Household percentile = 18
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 1

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72513
Household wealth = 15598.8921266262
Household age = 40
Household size = 7
Household houses = House[]
Household percentile = 39
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 0

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72514
Household wealth = 27982.65184085847
Household age = 54
Household size = 6
Household houses = House[]
Household percentile = 16
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 8

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72515
Household wealth = 35553.65816967456
Household age = 65
Household size = 7
Household houses = House[]
Household percentile = 11
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 1

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72516
Household wealth = 72931.5574399546
Household age = 99
Household size = 6
Household houses = House[]
Household percentile = 78
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 6

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72517
Household wealth = 18410.663528792964
Household age = 46
Household size = 5
Household houses = House[]
Household percentile = 63
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 8

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72518
Household wealth = 29271.997843055655
Household age = 79
Household size = 7
Household houses = House[]
Household percentile = 66
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 5

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72519
Household wealth = 21512.46393853829
Household age = 42
Household size = 5
Household houses = House[]
Household percentile = 75
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 17

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72520
Household wealth = 12101.394555575678
Household age = 37
Household size = 8
Household houses = House[]
Household percentile = 28
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 4

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72521
Household wealth = 30438.47010554171
Household age = 42
Household size = 5
Household houses = House[]
Household percentile = 25
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 8

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72522
Household wealth = 20638.82124663962
Household age = 41
Household size = 5
Household houses = House[]
Household percentile = 25
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 6

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72523
Household wealth = 24013.918564261
Household age = 40
Household size = 5
Household houses = House[]
Household percentile = 60
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 9

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72524
Household wealth = 8611.339268030712
Household age = 40
Household size = 5
Household houses = House[]
Household percentile = 67
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 1

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72525
Household wealth = 16195.176821689865
Household age = 25
Household size = 5
Household houses = House[]
Household percentile = 3
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 3

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72526
Household wealth = 22715.567130491527
Household age = 46
Household size = 5
Household houses = House[]
Household percentile = 2
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 0

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72527
Household wealth = 15467.597968929209
Household age = 20
Household size = 5
Household houses = House[]
Household percentile = 79
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 2

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72528
Household wealth = 27142.064346519168
Household age = 58
Household size = 5
Household houses = House[]
Household percentile = 92
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 5

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72529
Household wealth = 18903.496647326647
Household age = 49
Household size = 5
Household houses = House[]
Household percentile = 13
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 0

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72530
Household wealth = 28252.591411222125
Household age = 44
Household size = 5
Household houses = House[]
Household percentile = 58
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 4

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72531
Household wealth = 14455.789489335371
Household age = 24
Household size = 8
Household houses = House[]
Household percentile = 8
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 0

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72532
Household wealth = 16115.999222633052
Household age = 39
Household size = 5
Household houses = House[]
Household percentile = 83
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 23

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72533
Household wealth = 37997.80971717115
Household age = 63
Household size = 5
Household houses = House[]
Household percentile = 13
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 8

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72534
Household wealth = 42931.910739556304
Household age = 53
Household size = 5
Household houses = House[]
Household percentile = 61
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 16

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72535
Household wealth = 25664.340270944074
Household age = 42
Household size = 7
Household houses = House[]
Household percentile = 17
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 7

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72536
Household wealth = 24647.571690345132
Household age = 44
Household size = 5
Household houses = House[]
Household percentile = 1
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 10

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72537
Household wealth = 27983.574095842618
Household age = 94
Household size = 5
Household houses = House[]
Household percentile = 1
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 6

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72538
Household wealth = 27870.87470870229
Household age = 65
Household size = 6
Household houses = House[]
Household percentile = 18
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 4

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72539
Household wealth = 61293.905461206494
Household age = 98
Household size = 7
Household houses = House[]
Household percentile = 56
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 15

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72540
Household wealth = 57095.64441453039
Household age = 97
Household size = 5
Household houses = House[]
Household percentile = 7
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 8

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72541
Household wealth = 15299.584528553383
Household age = 26
Household size = 7
Household houses = House[]
Household percentile = 77
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 0

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72542
Household wealth = 38079.56169022052
Household age = 46
Household size = 5
Household houses = House[]
Household percentile = 77
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 7

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72543
Household wealth = 32458.60587159222
Household age = 55
Household size = 5
Household houses = House[]
Household percentile = 38
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 0

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72544
Household wealth = 8902.414737980474
Household age = 23
Household size = 6
Household houses = House[]
Household percentile = 7
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 2

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72545
Household wealth = 21588.49071509136
Household age = 58
Household size = 5
Household houses = House[]
Household percentile = 70
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 17

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72546
Household wealth = 16807.374835711707
Household age = 27
Household size = 6
Household houses = House[]
Household percentile = 85
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 22

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72547
Household wealth = 37205.026268444635
Household age = 58
Household size = 7
Household houses = House[]
Household percentile = 4
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 1

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72548
Household wealth = 28242.36261701647
Household age = 55
Household size = 5
Household houses = House[]
Household percentile = 2
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 0

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72549
Household wealth = 39626.28338805022
Household age = 84
Household size = 7
Household houses = House[]
Household percentile = 78
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 3

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72550
Household wealth = 46345.91881953823
Household age = 95
Household size = 7
Household houses = House[]
Household percentile = 53
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 3

2025_03_02_T18:07:26 -  Household wasn't assigned a house for rental:
Household id = 72551
Household wealth = 33739.59464644774
Household age = 79
Household size = 7
Household houses = House[]
Household percentile = 72
Household mortgages = Mortgage[]
Household contractsAsLandlord = Contract[]
Household contractAsTenant = Nothing
Household wealthInHouses = 0.0
Household residencyZone = Oeiras
Household homelessTime = 2

